UID	row_clusters-flat	ERR190426	ERR190453	ERR197617	ERR197616	ERR197608	ERR197615	ERR197606	ERR197607	ERR190431	ERR190413	ERR190427	ERR190424	ERR197611	ERR190485	ERR197625	ERR197562	ERR197564	ERR197604	ERR197602	ERR190411	ERR190429	ERR197557	Acinetobacter_baumannii_25977_9_GCA_000682095_1_24_dna_genome	ERR190445	Acinetobacter_baumannii_1179249_GCA_000587995_1_24_dna_genome	ERR356333	ERR110078	ERR246869	ERR246735	ERR356238	3_S3_L001	SRR654235	SRR387327	ERR246882	ERR249282	ERR119673	ERR246690	ERR246753	ERR246928	ERR246917	ERR246703	ERR110090	ERR190469	ERR190499	ERR190436	ERR110009	ERR356293	ERR197614	ERR110085	ERR197559	ERR197641	Acinetobacter_baumannii_1294596_GCA_000582925_1_24_dna_genome	Acinetobacter_baumannii_869535_GCA_000581035_1_24_dna_genome	Acinetobacter_baumannii_1461402_GCA_000580635_1_24_dna_genome	Acinetobacter_baumannii_983759_GCA_000582135_1_24_dna_genome	Acinetobacter_baumannii_230853_GCA_000581195_1_24_dna_genome	Acinetobacter_baumannii_1239920_GCA_000582235_1_24_dna_genome	Acinetobacter_baumannii_263903_1_GCA_000682155_1_24_dna_genome	Acinetobacter_baumannii_272263_GCA_000581215_1_24_dna_genome	Acinetobacter_baumannii_348935_GCA_000580795_1_24_dna_genome	Acinetobacter_baumannii_wc_323_GCA_000314615_1_24_dna_genome	Acinetobacter_baumannii_479375_GCA_000581715_1_24_dna_genome	Acinetobacter_baumannii_1000160_GCA_000588715_2_24_dna_genome	Acinetobacter_baumannii_146457_GCA_000580655_1_24_dna_genome	Acinetobacter_baumannii_1437282_GCA_000580915_1_24_dna_genome	Acinetobacter_baumannii_1288284_GCA_000681715_1_24_dna_genome	Acinetobacter_baumannii_wc_136_GCA_000315155_1_24_dna_genome	Acinetobacter_baumannii_263903_2_GCA_000583395_1_24_dna_genome	Acinetobacter_baumannii_1289694_GCA_000580855_1_24_dna_genome	Acinetobacter_baumannii_478810_GCA_000584015_2_24_dna_genome	Acinetobacter_baumannii_1475718_GCA_000580955_1_24_dna_genome	Acinetobacter_baumannii_225588_GCA_000588415_1_24_dna_genome	Acinetobacter_baumannii_723929_GCA_000584215_1_24_dna_genome	Acinetobacter_baumannii_1451147_GCA_000681535_1_24_dna_genome	Acinetobacter_pittii_42f_GCA_000529235_1_24_dna_genome	ERR474004	6_S6_L001_R1_001_assembly	ERR356266	Acinetobacter_baumannii_1542444_GCA_000581835_1_24_dna_genome	Acinetobacter_baumannii_826659_GCA_000588515_1_24_dna_genome	Acinetobacter_baumannii_742879_GCA_000588535_1_24_dna_genome	Acinetobacter_calcoaceticus_phea_2_GCA_000191145_1_24_dna_genome	Acinetobacter_pittii_cip_70_29_GCA_000369045_1_24_dna_genome	Acinetobacter_baumannii_1295259_GCA_000581095_1_24_dna_genome	Acinetobacter_pittii_anc_3678_GCA_000369025_1_24_dna_genome	Acinetobacter_baumannii_1564232_GCA_000584815_2_24_dna_genome	Acinetobacter_baumannii_1245249_GCA_000584575_1_24_dna_genome	Acinetobacter_baumannii_1578804_GCA_000582075_1_24_dna_genome	Acinetobacter_baumannii_1264765_GCA_000681815_1_24_dna_genome	Acinetobacter_baumannii_1294243_GCA_000588015_1_24_dna_genome	Acinetobacter_baumannii_809848_GCA_000581275_1_24_dna_genome	Acinetobacter_baumannii_883425_GCA_000588395_1_24_dna_genome	Acinetobacter_baumannii_907131_GCA_000582195_1_24_dna_genome	Acinetobacter_pittii_anc_4050_GCA_000399685_1_24_dna_genome	Acinetobacter_pittii_anc_4052_GCA_000399705_1_24_dna_genome	Acinetobacter_baumannii_ci78_GCA_000516615_1_24_dna_genome	ERR356249	Acinetobacter_baumannii_573719_GCA_000588275_1_24_dna_genome	ERR190463	Acinetobacter_calcoaceticus_anc_3680_GCA_000368945_1_24_dna_genome	Acinetobacter_calcoaceticus_ruh2202_GCA_000162035_1_24_dna_genome	Acinetobacter_calcoaceticus_dsm_30006_cip_81_8_GCA_000368965_1_24_dna_genome	Acinetobacter_calcoaceticus_niph_13_GCA_000367865_1_24_dna_genome	Acinetobacter_calcoaceticus_anc_3811_GCA_000399665_1_24_dna_genome	Acinetobacter_baumannii_wc_141_GCA_000313935_1_24_dna_genome
column_clusters-flat		1	2	3	1	3	1	1	1	1	3	1	1	1	1	1	3	2	1	3	3	3	1	1	1	1	1	1	3	3	3	1	2	1	1	1	3	3	3	3	1	3	1	3	1	2	1	3	1	3	1	1	1	3	3	3	3	1	1	1	3	3	1	1	3	3	3	2	1	1	3	1	3	2	3	1	3	1	1	2	2	3	2	2	2	3	1	1	2	2	3	1	1	3	1	1	3	3	1	3	1	1	3	1	2	3
Acinetobacter_baumannii_wc_141_GCA_000313935_1_24_dna_genome	1	0.88294174156	0.880192660736	0.881042268643	0.881623605658	0.881320307951	0.881430096464	0.880388213014	0.881296968565	0.88067959207	0.880941273094	0.879849609428	0.880703589015	0.880243419246	0.879971411893	0.880172183433	0.879193543722	0.879299474246	0.879469803363	0.879229010185	0.881942758065	0.880757672633	0.88204157327	0.882375036227	0.882357401145	0.880106549675	0.88245302038	0.880478443721	0.880435911358	0.879816435348	0.882481325139	0.882233488451	0.882631120269	0.880364210258	0.880330086724	0.880958946584	0.881644480726	0.881566219053	0.881653231604	0.881062152846	0.88133118916	0.881542846057	0.881319255258	0.880716332493	0.880383327714	0.879914517118	0.881860320105	0.883551219289	0.8826549149	0.928062015504	0.923144596037	0.916447848286	0.864355081017	0.864453243183	0.86593746466	0.863467553296	0.862737204529	0.849300970473	0.867504672651	0.854578467494	0.872511109508	0.875107472569	0.85862386021	0.849993253272	0.851728148727	0.850946140361	0.903352664854	0.913313860835	0.912421004835	0.91336518341	0.912474148951	0.913297057305	0.912339788679	0.911539999342	0.912778663467	0.91194377371	0.911958327506	0.911842475846	0.911223441734	0.910925711118	0.910346804595	0.910396854603	0.910378684375	0.910572346713	0.912940752428	0.912694896148	0.914230555361	0.913602792196	0.911155264292	0.910604469822	0.911674825164	0.910526947052	0.910853402298	0.913751401598	0.90982366167	0.909714398813	0.908980199984	0.909459466598	0.915511245574	0.884659893135	0.918095909529	0.91787450719	0.917990052645	0.918278589952	0.9282372789	1.0
Acinetobacter_calcoaceticus_anc_3811_GCA_000399665_1_24_dna_genome	2	0.87759679212	0.878401519082	0.878223205617	0.878373800724	0.878173064154	0.878239511043	0.877962173918	0.877558711826	0.877784521878	0.878231752307	0.877641554869	0.877523564226	0.877633553891	0.87761091274	0.877613198945	0.877747154634	0.877186251586	0.878599423871	0.877951461259	0.878602425867	0.878457311573	0.878827140688	0.878084076317	0.87734194236	0.87918144083	0.87842777627	0.878309882651	0.87811942921	0.877845330698	0.878303960483	0.878475157309	0.87850687493	0.878361468753	0.878029992608	0.877721558572	0.877941018575	0.878502550019	0.878502870267	0.878099089171	0.878088949691	0.878015823885	0.878158066479	0.878494972296	0.878170711815	0.878418567777	0.878361197363	0.88006516157	0.87880465138	0.941243459526	0.914266769413	0.916441409399	0.850840816327	0.839009762219	0.83871428757	0.838890937956	0.839917893536	0.836381003474	0.840338662681	0.837773717391	0.842746461823	0.845942063266	0.840257393366	0.847114011691	0.847233540693	0.849576943017	0.897620378013	0.907625416448	0.908477427191	0.907523989748	0.907522938375	0.908071264884	0.907613279684	0.907603158669	0.907814161442	0.908027689242	0.907344543767	0.907660727335	0.907463604766	0.908366566642	0.908396621688	0.908906125428	0.908217746823	0.909039665964	0.907902412254	0.908204630692	0.909474610297	0.907891747959	0.907663298824	0.908434216383	0.909198245308	0.907643636716	0.908735158413	0.907730207233	0.907431487509	0.908269231303	0.907059480123	0.906908259532	0.910404056706	0.88331373649	0.923203342366	0.922060213608	0.923315257457	0.923174945157	1.0	0.9282372789
Acinetobacter_calcoaceticus_niph_13_GCA_000367865_1_24_dna_genome	3	0.875941692329	0.873913214832	0.873548769117	0.873641336611	0.873523693075	0.873573981617	0.873548611118	0.873546208232	0.873800503649	0.873586361673	0.873544487248	0.873332954475	0.873419010467	0.873374980738	0.873370107514	0.873130312028	0.872990080202	0.873855827002	0.873655466359	0.874593816066	0.874450846909	0.874725648164	0.874050834453	0.874309260637	0.87432367968	0.875263333847	0.875316788007	0.875122924197	0.874586265488	0.875305417589	0.875517852271	0.874980568689	0.874366191444	0.874913871477	0.874530506745	0.874936924507	0.875091033763	0.875047509559	0.874944494633	0.874908223614	0.875081624407	0.874984712387	0.875202448498	0.874945271685	0.874984267215	0.874860870887	0.876546040599	0.875437199604	0.906429721647	0.912359395487	0.918563796506	0.840750197481	0.8385583468	0.836531858639	0.836950981366	0.836546644364	0.83712953713	0.83757041309	0.839089611065	0.841077975196	0.844169105096	0.836843725266	0.844732318375	0.844474555857	0.846488765188	0.894170182231	0.900947953555	0.901506481911	0.901194276127	0.901550514209	0.901442659428	0.90103986743	0.900865503804	0.902173095887	0.901181873347	0.900928193202	0.901175519437	0.900771557024	0.901815491729	0.901815820497	0.901584368759	0.901153511052	0.902145918435	0.901102845179	0.901268471921	0.902244791362	0.901231776095	0.900933664595	0.901674370273	0.901501055872	0.901790212081	0.901083073462	0.90083340452	0.899908995911	0.901644282535	0.900920487906	0.901142740202	0.900879574497	0.87668212918	0.964510176744	0.96992979877	0.969754830469	1.0	0.923174945157	0.918278589952
Acinetobacter_calcoaceticus_dsm_30006_cip_81_8_GCA_000368965_1_24_dna_genome	1	0.873570238103	0.873559958773	0.873331839628	0.873951922125	0.873340013285	0.873305467999	0.873562533737	0.87327820782	0.873328713379	0.873228719204	0.873134844031	0.87310953737	0.873321659891	0.873344911475	0.873312430536	0.873828925293	0.873475878692	0.873842744031	0.873857945462	0.874154705767	0.874075882539	0.874679594931	0.873742636483	0.873464242682	0.873775859805	0.874714712795	0.874592717542	0.874598956183	0.874707009929	0.875003026615	0.874933805235	0.875967159514	0.874252787965	0.874676889992	0.874446533463	0.874525227436	0.875164024455	0.875238572499	0.874754892041	0.874618559747	0.874569135668	0.874649994944	0.874556713419	0.874501907103	0.875052529259	0.874483241399	0.87621989626	0.875102704829	0.897373379142	0.915365210191	0.914657360406	0.844770982013	0.84049667241	0.838788689184	0.840598840953	0.839139467949	0.837882663452	0.840063622515	0.837716561652	0.842599789593	0.846601560408	0.837355410286	0.84393833466	0.844013376838	0.846725149261	0.89229764559	0.900750342668	0.901193325806	0.900618517554	0.901022426131	0.900983281941	0.900726751068	0.900590434343	0.901394079092	0.900899839407	0.900514485049	0.900788441199	0.900750346607	0.901302446641	0.901653564437	0.901387906049	0.900809840326	0.901515864796	0.900681955639	0.900824723257	0.902409669937	0.90087617725	0.900626688433	0.901412117277	0.901147202698	0.901231662733	0.901036382769	0.900844595073	0.89940973621	0.900974389823	0.900661080173	0.90067420112	0.900921978055	0.876417986732	0.963201089462	0.970988427511	1.0	0.969754830469	0.923315257457	0.917990052645
Acinetobacter_calcoaceticus_ruh2202_GCA_000162035_1_24_dna_genome	3	0.876171107553	0.874412992511	0.874112644448	0.874293545043	0.874149372418	0.874114452925	0.87426569565	0.874055227579	0.874312558971	0.874157475699	0.874204717034	0.874165113389	0.874138868607	0.874162193639	0.874156068403	0.873712825067	0.873801405609	0.874235979056	0.874325501949	0.875028958999	0.874969610792	0.874811105445	0.874065778955	0.8743661109	0.873778149308	0.875311496904	0.875425085361	0.875459120953	0.875165530395	0.875606653885	0.875543448408	0.875491226757	0.874785693691	0.875367300969	0.875112419036	0.87508643991	0.875325129316	0.875260830817	0.875450207841	0.875563757474	0.875280847182	0.875318025498	0.875130828791	0.875114491366	0.875308908521	0.875109941466	0.876678314433	0.875616535871	0.914653692044	0.913649744358	0.90761168167	0.840992829862	0.840626863694	0.837250303888	0.840281617954	0.840937586261	0.837278136602	0.837523478021	0.839422565821	0.843243491761	0.844773320606	0.837710744688	0.843565434022	0.84412401202	0.847043338371	0.894303799424	0.900956071032	0.900923498284	0.901075554956	0.901291582258	0.901372924865	0.900864981503	0.9007690421	0.902059929058	0.901145279994	0.900907010893	0.901310873041	0.901101665826	0.901847189445	0.901423282281	0.901494568729	0.901382264901	0.902015025406	0.901013951014	0.901091606991	0.901770120684	0.901406424252	0.900617896696	0.900826326713	0.901011767014	0.90151065958	0.900765031094	0.900689094414	0.899680204838	0.90082917831	0.900886842884	0.901313289665	0.90079430598	0.877042702862	0.962386433892	1.0	0.970988427511	0.96992979877	0.922060213608	0.91787450719
Acinetobacter_calcoaceticus_anc_3680_GCA_000368945_1_24_dna_genome	1	0.874614611151	0.874846031421	0.874561211573	0.874718778949	0.874626548632	0.874624550385	0.874289982659	0.874043224609	0.874274211195	0.874746570296	0.87409695091	0.874047858294	0.874128612751	0.874152096388	0.874089244274	0.874259002932	0.873642913594	0.875122363918	0.874571400996	0.87528207465	0.875204848647	0.875271116023	0.874606082083	0.875307639046	0.87401302497	0.87583159321	0.87617300529	0.875775590294	0.875791047409	0.875767023413	0.875676457965	0.876144904756	0.875449320486	0.875683143081	0.875403444849	0.876069998544	0.876155223856	0.87618226954	0.875653563767	0.876192750977	0.875544544067	0.87572559734	0.876117242504	0.87555218377	0.876251228771	0.876046965274	0.877752016896	0.876569754966	0.906418422342	0.914985641241	0.916780131801	0.848113686142	0.838807165147	0.837358749297	0.838193637657	0.837953332366	0.838253173493	0.837671049997	0.8384007661	0.840389250464	0.846352905879	0.838804916721	0.844264910154	0.844384363307	0.846896578566	0.892895413763	0.901510760157	0.902179915336	0.901469787861	0.901777988212	0.902183536659	0.901481482604	0.901522848732	0.901968569489	0.901771544653	0.901147841773	0.901450840799	0.901434432074	0.902303677801	0.901972513077	0.902191069574	0.902154330229	0.903986848412	0.901764383535	0.902022770428	0.903489062026	0.901773709441	0.901451166981	0.902329544599	0.902147733411	0.902816381807	0.901808828285	0.9018233009	0.900175149014	0.902375617259	0.900810907637	0.901587200208	0.901534706631	0.878035800231	1.0	0.962386433892	0.963201089462	0.964510176744	0.923203342366	0.918095909529
ERR190463	1	0.909940226161	0.918766294859	0.919050904231	0.919048831166	0.91904275683	0.919029112764	0.918767556396	0.918993608378	0.919565357897	0.918960095699	0.918678121569	0.918963911377	0.918982536022	0.919006582097	0.919021945089	0.91924081237	0.919244951864	0.919391488823	0.919293674934	0.916489570203	0.916705114771	0.917596679571	0.919210969791	0.918384858818	0.919773915654	0.902397997409	0.90161943136	0.90165521892	0.90208528051	0.902590497042	0.90213652609	0.903719540597	0.902285062547	0.902308574687	0.902379124644	0.902464595721	0.902420563714	0.902398330774	0.90265206453	0.90251616032	0.902385507326	0.902503904227	0.90236581874	0.902259997034	0.902425738372	0.902473024222	0.903757493007	0.903580034081	0.922269975507	0.928404936285	0.922659939888	0.853278594065	0.853440940764	0.858746231615	0.855081173642	0.857464602136	0.850516145914	0.849990150959	0.855897247627	0.861532947077	0.862414722341	0.853722656121	0.851736897689	0.852651216187	0.85257749746	0.89480867155	0.889660978676	0.889118424757	0.889326079803	0.889973992018	0.889865986342	0.889828203943	0.889628333988	0.890069132937	0.889123263983	0.889073336432	0.889288813907	0.889390618556	0.888175006054	0.887797821893	0.888893030952	0.887840158721	0.888799759485	0.889451230831	0.889459477275	0.88962421048	0.888873386539	0.88877424611	0.890261243596	0.890575523235	0.888471665141	0.889629835089	0.88917759611	0.88420331003	0.885518612287	0.885473772169	0.887347985716	0.890133293262	1.0	0.878035800231	0.877042702862	0.876417986732	0.87668212918	0.88331373649	0.884659893135
Acinetobacter_baumannii_573719_GCA_000588275_1_24_dna_genome	1	0.890508371673	0.887492861766	0.887742356188	0.893786532517	0.893492531905	0.893668981461	0.893867760252	0.893426536059	0.894303548477	0.887433068738	0.887127495392	0.888131709615	0.893580414843	0.887687631355	0.893615820193	0.886839782692	0.886921658226	0.892657028923	0.890866235514	0.889805199193	0.888344004348	0.889686317588	0.889155155193	0.888506384469	0.891661053809	0.892679600413	0.890025855386	0.88894413714	0.890498116719	0.891543582821	0.891134247828	0.891226744887	0.890491707054	0.890271620305	0.888964889957	0.891276422457	0.890353640883	0.890313219867	0.891081918507	0.890019664269	0.890226121752	0.890328903913	0.890643482826	0.89066817196	0.890125334193	0.891678771663	0.892412580016	0.893696821548	0.943191193931	0.915770861694	0.900788924398	0.878757857035	0.875254325912	0.855989394004	0.873180536482	0.857094129787	0.854524196538	0.859140190159	0.871614010028	0.885998298482	0.859911310918	0.865396166658	0.845949102916	0.852375937304	0.855478120835	0.929043778095	0.944043753751	0.947710939971	0.944354173573	0.94528728591	0.945147560052	0.944847369483	0.944123789184	0.94579019666	0.94654422278	0.943803817745	0.944260844223	0.943996682595	0.944869862193	0.944635401786	0.943957399123	0.944815432674	0.946986548678	0.945155594478	0.945681392014	0.946038367651	0.944546787874	0.943193073101	0.946167742712	0.944711974291	0.94499570225	0.944965974116	0.944232835295	0.942872984481	0.937001538009	0.936275971263	0.937690493931	1.0	0.890133293262	0.901534706631	0.90079430598	0.900921978055	0.900879574497	0.910404056706	0.915511245574
ERR356249	1	0.887405391302	0.884783499411	0.884398295518	0.884620982216	0.88441919747	0.884447029605	0.884695472545	0.884346000242	0.884575307784	0.884383616268	0.88441565326	0.884246100844	0.884505789642	0.884327994366	0.884465278943	0.883331204878	0.883324583712	0.884565584384	0.884583887791	0.885939838198	0.885860672081	0.885848760013	0.884476718422	0.884061251923	0.883544309715	0.888009112769	0.887402055093	0.887771137548	0.886643386567	0.888563667335	0.887794879738	0.887469363652	0.887682357937	0.887630995257	0.887471000382	0.887445503834	0.887667168488	0.8876488808	0.887737609615	0.887549903253	0.887690849707	0.887660146636	0.887696542997	0.887623569954	0.88731511126	0.887540170509	0.888882979362	0.888095404278	0.912888169175	0.920572430242	0.916562592923	0.842679360675	0.840286775503	0.837945039779	0.840846512397	0.846108013916	0.837948243511	0.837637187382	0.840596178247	0.846623737564	0.845426158904	0.841421491201	0.844362172986	0.844973116396	0.846663186058	0.931386856144	0.950393369377	0.950480421288	0.950468002711	0.950580387164	0.950478226031	0.94980289376	0.950072665938	0.951142964707	0.950801634706	0.950062164078	0.950141024878	0.949986007429	0.949544775826	0.952785839206	0.949665056128	0.949252934559	0.950549932067	0.948706023329	0.949694919132	0.950058905819	0.950078217869	0.951692119978	0.953297688372	0.952516959156	0.951198290086	0.948933245464	0.948833704839	0.923830482944	0.931060470745	0.930591691875	1.0	0.937690493931	0.887347985716	0.901587200208	0.901313289665	0.90067420112	0.901142740202	0.906908259532	0.909459466598
